type,odor,gill_size,gill_color,spore_print_color
poisonous,foul,broad,pink,chocolate
poisonous,none,broad,gray,green
poisonous,foul,broad,chocolate,chocolate
edible,none,broad,brown,brown
poisonous,none,broad,gray,green
edible,none,broad,white,white
poisonous,foul,broad,pink,chocolate
edible,none,broad,white,white
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
edible,none,broad,white,white
edible,none,broad,red,white
edible,none,broad,white,white
poisonous,foul,broad,gray,chocolate
edible,none,broad,purple,brown
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,narrow,buff,white
poisonous,foul,broad,chocolate,chocolate
edible,none,broad,red,white
edible,none,broad,pink,black
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
edible,none,broad,brown,brown
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,none,broad,white,green
poisonous,foul,broad,pink,chocolate
poisonous,foul,narrow,buff,white
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
edible,none,broad,red,white
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,white,chocolate
poisonous,creosote,narrow,gray,black
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
edible,none,narrow,pink,chocolate
edible,none,narrow,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
edible,none,broad,white,white
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,creosote,narrow,brown,black
poisonous,foul,broad,pink,chocolate
edible,none,broad,purple,brown
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
edible,none,broad,red,white
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
edible,none,narrow,white,white
edible,none,broad,red,white
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,spicy,narrow,buff,white
edible,none,broad,white,white
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
edible,none,broad,white,white
poisonous,none,narrow,white,white
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,white,chocolate
edible,none,broad,white,white
poisonous,foul,broad,white,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
edible,none,broad,white,white
edible,none,broad,white,white
edible,none,broad,red,white
poisonous,none,broad,gray,green
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
edible,none,narrow,white,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,fishy,narrow,buff,white
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
edible,none,broad,red,white
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
edible,none,broad,white,white
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,narrow,buff,white
poisonous,foul,broad,gray,chocolate
poisonous,none,narrow,white,white
poisonous,none,broad,white,green
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
edible,none,narrow,purple,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
edible,none,broad,white,white
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
edible,none,broad,white,white
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,creosote,narrow,pink,brown
poisonous,foul,broad,gray,chocolate
edible,none,narrow,pink,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,spicy,narrow,buff,white
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,white,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,fishy,narrow,buff,white
edible,none,broad,red,white
edible,none,broad,white,white
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,white,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
edible,none,narrow,purple,chocolate
edible,none,broad,red,white
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,fishy,narrow,buff,white
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
edible,none,broad,brown,brown
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,none,narrow,white,white
poisonous,foul,broad,chocolate,chocolate
edible,none,narrow,white,white
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,none,broad,white,green
edible,none,broad,red,white
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
edible,none,broad,red,white
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,none,narrow,white,white
poisonous,foul,broad,pink,chocolate
edible,none,narrow,white,white
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
edible,none,broad,white,white
poisonous,foul,broad,white,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,fishy,narrow,buff,white
edible,none,narrow,white,white
poisonous,foul,broad,white,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,white,chocolate
poisonous,foul,broad,pink,chocolate
edible,none,narrow,white,white
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,white,chocolate
poisonous,none,narrow,white,white
poisonous,foul,broad,pink,chocolate
poisonous,none,narrow,white,white
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,none,narrow,white,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
edible,none,broad,white,white
edible,none,broad,white,white
poisonous,foul,broad,white,chocolate
poisonous,none,broad,white,green
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,none,broad,green,green
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,broad,pink,chocolate
edible,none,broad,red,white
poisonous,foul,narrow,buff,white
poisonous,foul,broad,gray,chocolate
poisonous,fishy,narrow,buff,white
edible,none,narrow,white,white
poisonous,foul,narrow,buff,white
edible,none,broad,red,white
edible,none,broad,white,white
poisonous,foul,broad,gray,chocolate
poisonous,none,broad,green,green
poisonous,none,narrow,white,white
poisonous,fishy,narrow,buff,white
poisonous,foul,broad,white,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,white,chocolate
poisonous,foul,narrow,buff,white
poisonous,foul,broad,pink,chocolate
poisonous,none,narrow,white,white
edible,none,broad,white,white
poisonous,foul,broad,white,chocolate
poisonous,foul,broad,pink,chocolate
edible,none,broad,white,white
poisonous,foul,broad,pink,chocolate
poisonous,none,narrow,white,white
edible,none,broad,red,white
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
edible,none,broad,white,white
edible,none,broad,red,white
poisonous,none,broad,green,green
edible,none,narrow,white,white
edible,none,broad,white,white
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,white,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,white,chocolate
poisonous,foul,broad,pink,chocolate
edible,none,narrow,white,white
poisonous,fishy,narrow,buff,white
poisonous,foul,broad,chocolate,chocolate
edible,none,narrow,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,none,broad,white,green
poisonous,foul,broad,chocolate,chocolate
poisonous,spicy,narrow,buff,white
edible,none,broad,white,white
poisonous,foul,narrow,buff,white
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
edible,none,broad,red,white
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,narrow,buff,white
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,none,narrow,white,white
edible,none,broad,white,white
poisonous,foul,broad,chocolate,chocolate
poisonous,fishy,narrow,buff,white
poisonous,foul,broad,chocolate,chocolate
edible,none,broad,red,white
poisonous,foul,broad,gray,chocolate
poisonous,fishy,narrow,buff,white
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,none,broad,white,green
edible,none,broad,white,white
poisonous,foul,broad,white,chocolate
poisonous,fishy,narrow,buff,white
edible,none,broad,white,white
poisonous,foul,broad,gray,chocolate
edible,none,broad,white,white
poisonous,foul,broad,pink,chocolate
edible,none,broad,red,white
poisonous,none,narrow,white,white
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,foul,broad,white,chocolate
poisonous,foul,narrow,buff,white
edible,none,broad,white,white
edible,none,narrow,white,white
poisonous,foul,broad,chocolate,chocolate
edible,none,broad,white,white
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,white,chocolate
poisonous,none,narrow,white,white
edible,none,narrow,white,white
poisonous,none,narrow,white,white
poisonous,foul,broad,white,chocolate
poisonous,none,narrow,white,white
poisonous,foul,broad,gray,chocolate
edible,none,broad,red,white
poisonous,foul,broad,pink,chocolate
poisonous,fishy,narrow,buff,white
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,none,broad,white,green
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,white,chocolate
edible,none,broad,white,white
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,none,broad,white,green
poisonous,foul,broad,white,chocolate
edible,none,broad,white,white
poisonous,foul,broad,white,chocolate
poisonous,none,narrow,white,white
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,none,narrow,white,white
poisonous,foul,broad,pink,chocolate
edible,none,broad,white,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,broad,chocolate,chocolate
edible,none,broad,red,white
poisonous,foul,broad,pink,chocolate
edible,none,broad,red,white
poisonous,foul,broad,white,chocolate
edible,none,narrow,white,white
poisonous,spicy,narrow,buff,white
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,none,narrow,white,white
poisonous,none,broad,white,green
poisonous,foul,broad,gray,chocolate
edible,none,broad,white,white
poisonous,none,narrow,white,white
poisonous,foul,broad,pink,chocolate
edible,none,narrow,purple,chocolate
edible,none,narrow,white,chocolate
edible,none,broad,white,white
poisonous,foul,broad,chocolate,chocolate
poisonous,fishy,narrow,buff,white
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,white,chocolate
poisonous,foul,broad,chocolate,chocolate
edible,none,broad,red,white
poisonous,fishy,narrow,buff,white
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
edible,none,broad,red,white
poisonous,foul,broad,pink,chocolate
poisonous,spicy,narrow,buff,white
poisonous,foul,broad,pink,chocolate
edible,none,narrow,white,white
poisonous,foul,broad,white,chocolate
poisonous,foul,broad,pink,chocolate
edible,none,narrow,white,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,white,white
poisonous,foul,broad,white,chocolate
edible,none,broad,white,white
edible,none,broad,red,white
poisonous,foul,narrow,buff,white
poisonous,none,narrow,white,white
poisonous,spicy,narrow,buff,white
edible,none,broad,red,white
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
edible,none,broad,white,white
poisonous,none,broad,gray,green
edible,none,narrow,white,white
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,spicy,narrow,buff,white
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,white,chocolate
poisonous,foul,narrow,buff,white
edible,none,narrow,pink,chocolate
poisonous,spicy,narrow,buff,white
poisonous,foul,broad,gray,chocolate
poisonous,fishy,narrow,buff,white
poisonous,foul,broad,white,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,none,narrow,white,white
poisonous,foul,broad,white,chocolate
poisonous,foul,broad,chocolate,chocolate
edible,none,narrow,white,white
poisonous,foul,broad,chocolate,chocolate
